2015-09-07 12:02:00,Мои твиты,"<ul> <li> <a href=""http://twitter.com/mudasobwa/status/640474054781206528""><em>Вс, 12:38</em></a>: У нас тут регата, оказывается. Нет, не Латватова. <a href=""http://t.co/zAVdNCQFpm"">http://t.co/zAVdNCQFpm</a> </li> <li> <a href=""http://twitter.com/mudasobwa/status/640756968584531968""><em>Пн, 07:22</em></a>: Если долго ехать по Олимпийской деревне, можно увидеть, как мимо тебя проплывают полутрупы украинских беженок, отработавших смену у казино. </li> <li> <a href=""http://twitter.com/mudasobwa/status/640782237613588480""><em>Пн, 09:02</em></a>: <a href=""http://t.co/4kPIohS80S"">http://t.co/4kPIohS80S</a> #быков </li> </ul>"
2015-09-08 07:12:00,Листик,"<img src=""http://ic.pics.livejournal.com/mudasobwa/18658516/65506/65506_600.jpg"" alt=""Лист в свете светофора и немножечко луны"">"
2015-09-08 07:44:00,Лакмусы,"Все-таки у интернета есть один гигантский плюс по сравнению с личным общением. Если быстрый скан текста выявляет наличие заезженных мемов (на данный момент это «карл» и «вот это все») — значит человек не умеет излагать мысли своими словами. Лень раскрывать мысль? — Ну придумай свой мем, дебил.

А если человек не умеет излагать мысли своими словами, то с ним лучше вообще не связываться. От греха. Потому что из этого качества почти напрямую следует готовность перенять любую глупость в качестве аксиомы, если она исходит от доверенного лица, или просто сформулирована достаточно ярко и запутанно. Казуистику легко выдать за доказательство, особенно когда слушатели принимают софизмы на веру за счет авторитета рассказчика и собственного нежелания (лени и/или неспособности) подвергать любые логические построения анализу.

Меня когда-то давно научили очень полезному упражнению: взять какой-нибудь очевидный тезис, наподобие «Земля вращается вокруг Солнца», или «цвета Барсы — синий и гранатовый» и попытаться построить убедительное доказательство обратного. Очень рекомендую, это увлекательная гимнастика для того, что у многих находится между ушами.

Короче, избегайте повторения чужих мемов и я к вам потянусь."
2015-09-08 08:02:00,Тырнетные срачи,"Тырнетные срачи — последнее дело,
  давно бы привыкнуть пора б.
Но время идет, бутыль опустела,
  а здесь кто-то снова неправ.
И двое сошлись — не на страх а на совесть —
  еще немного и в бан.
Один говорил: наша жизнь — это повесть.
  другой говорил: роман!
А первый кричал: чего хотим — то напишем!
  и можем, если надо, болдо́м.
Второй отвечал: эй, мудила, потише,
  развел тут понимаешь Содом.
Один говорил: нам свобода награда,
  мы пишем какой Путин хуйло.
Второй отвечал: задаваться не надо,
  на всех у нас найдется кайло.
А первый кричал: нам открыты комменты
  у нас тут каждый первый хитер!
Второй отвечал: пшёл вон с моей ленты
  и сразу все комменты подтёр.

И оба пропали в половине седьмого,
  на финишной сломались прямой.
Засиживаться в офисе желанья немного.
  И эти умотали домой.

<small style=""color:#bbb"">спасибо Андрею Вадимовичу за 80% текста</small>"
2015-09-08 12:02:00,Мои твиты,"<ul> <li> <a href=""http://twitter.com/deech/status/640506068443885568""><em>Пн, 14:01</em></a>: RT @<a href=""http://twitter.com/deech"">deech</a>: The hardest problem in programming is figuring out how to make your boring problem isomorphic to one that is fun to work on. </li> <li> <a href=""http://twitter.com/mudasobwa/status/641115924796276736""><em>Вт, 07:08</em></a>: weekly_sunrise:before { <a href=""http://t.co/UtrI6w6MEe"">http://t.co/UtrI6w6MEe</a> </li> </ul>"
2015-09-09 11:06:00,"Маленький, но сука, жесткий","Прошу анально покарать всех, причастных к разработке skype for android. Микрофон (м-и-к-р-о-ф-о-н) после последнего апдейта работает только если выставить полную громкость всех мультимедиа и перезагрузить телефон при включенном звуке. И нет, у меня не Nokia 3310.

Я ебал вас между ваших рук, откуда бы они ни росли.

--
.....А"
2015-09-09 12:02:00,Мои твиты,"<ul> <li> <a href=""http://twitter.com/spolsky/status/641349916804026368""><em>Ср, 11:26</em></a>: RT @<a href=""http://twitter.com/spolsky"">spolsky</a>: ""You Suck at Excel"" (video, 54m) in which I try to teach my team a bare minimum of non-incompetence at spreadsheets https://t.… </li> <li> <a href=""http://twitter.com/mudasobwa/status/641544682363834368""><em>Ср, 11:32</em></a>: Эдгар Дега (в некоторых транскрипциях Дежа) обладал уникальным взглядом на мир, который позже назвали Дежа Вью. </li> </ul>"
2015-09-10 08:04:00,Пара слов от Василия Уткина,"<blockquote cite=""http://www.sports.ru/tribuna/blogs/far_sea/830401.html"">
<p><b>Журналист не должен говорить только правду.</b> В той же степени, в какой это должен делать пекарь, клоун, повар, водитель, милиционер. Это человеческое качество. Есть только одна профессия, где говорение правды является профессиональным качеством. Только правда и ничего, кроме правды. Это профессия пророка. Когда вы идете по пустыне, и вас едят черви. Вы идете, зная, что в конце вас ждет мучительная смерть. Вот тут нужна только правда.<br>
<small><img style=""height:16px;width:16px;margin-bottom:-2px;"" src=""http://www.sports.ru/favicon.ico""> <a href=""http://www.sports.ru/tribuna/blogs/far_sea/830401.html"">«С пресс-службами произошла такая же эволюция, как и с презервативами». Советы Василия Уткина спортивным журналистам - Дальние моря - Блоги - Sports.ru</a></small>
</p></blockquote>

Я очень по разному отношусь к Василию, но тут готов подписаться вообще под каждым словом. Каким бы он ни был, он весьма неглуп. Рекомендую прочитать, там немного и не о спорте."
2015-09-10 12:02:00,Мои твиты,"<ul> <li> <a href=""http://twitter.com/mudasobwa/status/641850507049455616""><em>Чт, 07:47</em></a>: ✓ L̲a̲t̲e̲r̲ (англ.) — человек, который все время опаздывает. ✓ S̲m̲o̲k̲e̲r̲ (англ.) — больше дыма! </li> <li> <a href=""http://twitter.com/mudasobwa/status/641853024944672768""><em>Чт, 07:57</em></a>: <a href=""https://t.co/hRdNlWfrk9"">https://t.co/hRdNlWfrk9</a> I am looking forward to hear about “.poem2” for standartized poetry and “.pic2” (plain text) for hellokitties. <a href=""http://twitter.com/search?q=%23bah"" title=""#bah"">#bah</a> </li> </ul>"
2015-09-11 19:13:00,Испания по выходным :: Фихейрос и окрестности,"— <a href=""http://meme-me.ru/photos/pujada-del-castell"">Крепость Сан Фернан</a> — жителям наневного города и тоскующим по Петропавловке — смотреть обязательно. Казематы там знатные. 
— <a href=""http://meme-me.ru/photos/museu-del-joguet"">Музей игрушки в Фихейросе</a>.
— <a href=""http://meme-me.ru/photos/pla%C3%A7a-de-gala-i-salvador-dali"">Площадь Галы и Сальвадора Дали</a>."
2015-09-12 06:20:00,Про дружбу,"<blockquote cite=""http://i-legal-alien.livejournal.com/335725.html""><p>Я не скажу, что мы с докторами были большими друзьями как, например, с Борисычем, но тут важно, чтобы вы понимали — доктора у нас не были гондонами и я не был гондоном и, поэтому, мы были друзьями. Потому, что если два человека на подводной лодке не гондоны, то они — друзья, несмотря на любые различия в характерах. Без вариантов.<br><small>—  <img style=""margin-bottom:-2px;"" src=""http://l-files.livejournal.net/userhead/1030?v=1359532661?v=130.7""> <a href=""http://i-legal-alien.livejournal.com/335725.html"">Аппендикс — Legal Alien</a></small></p></blockquote><p>Я понятие взаимоотношений между людьми всегда понимал именно так. Выпишу еще разок: <b>«если два человека не гондоны, то они — друзья, несмотря на любые различия в характерах»</b>. Гениальное определение, без экивоков.<br>Весь журнал блистателен, очень рекомендую.</p>"
2015-09-12 22:03:00,Испания по выходным :: Монтсени и окрестности,"— <a href=""http://meme-me.ru/photos/sant-celoni"">Sant Celoni</a>: город темной силы;
— <a href=""http://meme-me.ru/photos/llinars-del-valle%CC%80s"">Llinars del Vallès</a>;
— <a href=""http://meme-me.ru/photos/sant-antoni-de-vilamajor"">Sant Antoni de Vilamajor</a>, город волшебных уличных табличек:
<img src=""http://ic.pics.livejournal.com/mudasobwa/18658516/66110/66110_original.jpg"" alt=""Волшебные уличные таблички"">

— <a href=""http://meme-me.ru/photos/sant-pere-de-vilamajor"">Sant Pere de Vilamajor</a>, абстрактный металлолом и распятый Икар на стене церкви:
<img src=""http://ic.pics.livejournal.com/mudasobwa/18658516/65855/65855_original.jpg"" alt=""Распятый Икар"" width=""600px"">

— <a href=""http://meme-me.ru/photos/ca%CC%80noves"">Cànoves</a>: личи и хурма;
— <a href=""http://meme-me.ru/photos/la-garriga"">La Garriga</a>, город лишенных фантазии."
2015-09-13 09:38:00,Среди моих соседей много сепаратистов,"<img src=""http://ic.pics.livejournal.com/mudasobwa/18658516/66388/66388_original.jpg"" alt=""VIA LLIURE A la republica Catalana 11S2015"">"
2015-09-14 12:02:00,Мои твиты,"<ul> <li> <a href=""http://twitter.com/fortes/status/399339918213652480""><em>Пн, 07:42</em></a>: RT @<a href=""http://twitter.com/fortes"">fortes</a>: Debugging is like being the detective in a crime movie where you are also the murderer. </li> </ul>"
2015-09-14 20:56:00,Испания по выходным :: Парк кактусов на Монжуике,"<a href=""http://meme-me.ru/photos/jardines-de-moss%C3%A8n-costa-i-llobera"">Jardines de Mossèn Costa i Llobera</a> (трафик).

<img src=""http://ic.pics.livejournal.com/mudasobwa/18658516/66906/66906_original.jpg"" alt=""Панорама"">"
2015-09-15 07:29:00,Декларация ущербности,"Нет ничего более жалкого и смешного, чем фраза «я не делаю это», сказанная нарочитым презрительным тоном. Все эти «я не ем мясо», «я не пью пиво», «я не смотрю телевизор» — выглядит со стороны как признание в собственной неполноценности, хотя нацелены все эти декларации явно на обратный эффект. Когда кто-то произносит «я не езжу на метро» — мне слышится: «я дебил, у которого есть лишние три часа в день на постоять в пробках». Про упомянутые «не ем мясо» и «не пью пиво» — вообще молчу. Заблудишься случайно в лесу — белок жрать станешь. И запивать забродившей водой из лужи.

Как будто несовершение действия может сойти за достоинство.

Я же, к примеру, не заявляю каждому встречному: «я не мочусь с балкона». Хотя да, не мочусь, есть чем похвастаться. С трех лет в унитаз писаю, зацените.

Чего хотят добиться такими заявлениями люди, примерно понятно: «Маяковский не ходил к зубному врачу, и я не хожу к зубному врачу», — (бывает, поверьте), — «значит мы одного поля ягоды». Оп-па. «Я не пью пиво» подразумевает, наверное, что «я пью только „Вдову Клико“». Но, как и в случае гиперонима «я вообще не пью», не дай бог такому человеку расстроиться на пьянке и оказаться наедине с тобой на кухне, когда все уже заснули. Он и пиво твое выпьет, и водкой с ним придется делиться, и вести себя он станет в разы безобразнее, чем открыто пьющие плебеи.

Вот, байку вспомнил. Не очень в тему, но пусть будет.

Как-то в пору студенческой юности мы выехали на пленер. Собиралась шумная компания, а поехали в результате трое: мы с Витальичем и какая-то несусветная девица как раз из серии «я тут случайно промахнулась мимо Берлинале». В лесу мы заблудились, поскольку закупки производились до того, как у всех нарисовались неотложные дела. Ну а не выливать же. Поэтому мы отмечали каждый третий пенек, потом каждый второй пенек, а потом просто расположились вокруг пенька и усугубили. Грибы как-то не особо попадались, да и не это главное на природе. Закусывали, помню, росшей вокруг брусникой.

Стало потихоньку темнеть. Я предложил идти на шум машин. Чтобы выйти к шоссе. В принципе, это было довольно толковое предложение. Если бы где-то неподалеку было шоссе, и с места нашей дислокации можно было бы услышать шум машин.

Так или иначе, спустя примерно час мы умудрились, все-таки, выйти на трассу. Остановилась первая же машина: видавшая еще, наверное, молодого Брежнева копейка. Пока я осуществлял короткие переговоры с водителем, наша фифа воспряла духом, вспомнила о своей исключительности и заявила: «я на жигулях не поеду». Хотя в мерседесе ей явно если и доводилось бывать, то только на десять минут и с головой под рулем.

Я отпустил машину с миром и вскоре мы снова оказались одни-одинешеньки на трассе. Я теперь знал, что до железнодорожной станции десять минут через перелесок, Витальич знал меня, а фифа пребывала в своем первобытном неведении. Я уверенно шагнул в лес, углубился метров на сорок и стал собирать хворост. «Тут, мол, и заночуем». Витальич бросился мне помогать. Я достал последнюю бутылку из кармана бушлата. Барышня заметно нервничала.

Развели костер, разлили. «Налейте тогда и мне», — заявила бывшая еще пятнадцать минут назад непреклонной блюстительницей нравов фифа. Налили, хотя я вяло отпирался в том ключе, что, мол, могли бы уже быть в городе. В общем, она всерьез решила, что мы ночуем в лесу. В октябре. Не то, что без палатки — без сколько-нибудь теплых вещей. Нет, посидеть-то вокруг костра можно, но у нас и горючее заканчивалось, и дела на завтра были какие-то запланированы. А у барышни, судя по всему, нет. И вот, она собралась спать тут. Терапия как-то выстрелила немного мимо цели.

Тем временем совсем стемнело, машины по шоссе проносились все реже и реже. Наконец я разлил по последней и не выдержал: «Ты понимаешь, что мы из-за тебя можем тут замерзнуть нахрен?». Барышня удивленно вскинула брови в ответ: «Нет, я в передаче видела, главное раздеться и прижаться друг к другу, тогда не холодно». Это не было эротическим предложением (насколько могу судить). Это было чистое прагматическое решение задачи по учебнику.

Я встал, забросал угли землей и пошел в сторону электрички. Обратно мы ехали молча."
2015-09-15 08:01:00,Программное заявление,"Я, наконец-то понял, почему у меня такую брезгливость вызывают все эти мрази, ставящие диагнозы моей стране и моему народу. Не имеет никакого значения, сколько лет гниде, и жив ли он до сих пор, или нет. Преклонный возраст и даже смерть не снимает с человека ответственности за нанесенные окружающим оскорбления.

Каждая сволочь, которая смеет исторгать обобщения наподобие «народ болен», «холопы», «вата» и так далее — просто кусок неотесаной гордыни, недостойный даже упоминания по имени. Я записываю в свой блокнотик эти имена, чтобы дать в морду при случае, но это мое частное дело.

Я могу ошибаться, все могут ошибаться. Может быть, эти недоособи даже правы. Но облыжно судить скопом народ — каждого, кто не согласен с их драгоценным мнением — за гранью. Пока существуют эти ультрас от правозащитников, я всегда буду по другую сторону баррикад."
2015-09-16 12:02:00,Мои твиты,"<ul> <li> <a href=""http://twitter.com/mudasobwa/status/644032697036312576""><em>Ср, 08:18</em></a>: I do not develop since 1995, I just google, adopt and apply. </li> <li> <a href=""http://twitter.com/spolsky/status/643806451690012673""><em>Ср, 08:19</em></a>: RT @<a href=""http://twitter.com/spolsky"">spolsky</a>: ""Not that impressed by your 10 million signups tbh"" <a href=""http://t.co/DEOiTTwHjZ"">http://t.co/DEOiTTwHjZ</a> </li> <li> <a href=""http://twitter.com/mudasobwa/status/644045263716397056""><em>Ср, 09:08</em></a>: Ronaldo is an unique player. Fella does a hat trick in Champions League’s match, and you still can’t realize whether he is good in football. </li> </ul>"
2015-09-17 08:20:00,"Грудь колесом, плечи назад","Меня растили благовоспитанным мальчиком. Поэтому последние тридцать лет я воюю с собственными поведенческими шаблонами. Хочу быть как все. Вырастили, кстати, не особо манерную, но очень любознательную особь. Вплоть до смешного.

Например, я читаю все без исключения надписи на футболках окружающих. Беспроигрышная лотерея хорошего настроения. Даже если не встретится шедевр, наподобие «Schei� Encoding», всегда найдется, над чем всхохотнуть про себя.

Намедни возвращался с обеда. Навстречу — две барышни. Одна помоложе, посимпатичнее и поглупее на лицо. Вторая — видимо, подруга. На смазливенькой надета футболка с длинным текстом. Я, ясное дело, вперился ей в воображаемый треугольник между сосками и пупком, пытаюсь разобрать текст. А у нее там сумочка болтается, так что занятие не из самых простых.

Барышня приосанилась вся, грудь выкатила наружу на пару дополнительных номеров, лицо состроила и подругу в бок толкает. Не то, чтобы на меня прямо женщины на улицах набрасывались, но издалека я довольно фотогеничен.

Подруга оказалась попрактичнее. Оценив диспозицию брошенным вскользь взглядом, она деловито кивнула, повернулась к товарке и отодвинула ту сумочку чуть вбок, как бы за спину. Улыбнулась мне. Потом что-то шепнула подруге.

Надпись была какой-то бессмысленной, не смешной. Зато лицо ее обладательницы в момент истины — я буду помнить еще долго."
2015-09-17 12:01:00,Мои твиты,"<ul> <li> <a href=""http://twitter.com/mudasobwa/status/644388089171804160""><em>Чт, 07:51</em></a>: Weekly office sunrise. <a href=""http://t.co/o05SSU0zbH"">http://t.co/o05SSU0zbH</a> </li> <li> <a href=""http://twitter.com/mudasobwa/status/644389907469873152""><em>Чт, 07:58</em></a>: Превратности слепого метода печати: «Пердёж в лузу» (блрд). </li> <li> <a href=""http://twitter.com/pufanchik/status/644236038941057024""><em>Чт, 07:59</em></a>: RT @<a href=""http://twitter.com/pufanchik"">pufanchik</a>: —Как быстро протрезветь? —У тебя нет на это полномочий. </li> </ul>"
2015-09-18 08:32:00,"Камень, ножницы, бумага","Я не понимаю людей, которые работу рассматривают как повинность. Я не делаю того, что делать не люблю. Вообще. Если не шевелится — расшевеливаю, и делаю. Я даже посуду мыть люблю. Девочка-дебил стонет от зависти.

Езду в наших лифтах полюбить довольно сложно. Курящий человек в ебанувшейся Европе в последние два десятилетия вынужден несколько раз в день ездить туда-сюда с десятого этажа на первый. В лифте. Который полюбить тяжело. Невзирая на зеркало во всю стену. В моем случае — особенно из-за этого зеркала.

Короче, я придумал, разумеется, способ себя развеселить. Я играю в камень-ножницы-бумагу с ничего не подозревающими попутчиками. Входя все здороваются одинаково: «¡Hola!». А вот на выходе есть три варианта, примерно равновероятных: испанское «adiós», каталанское «adéu» и «hasta luego» (исп., тут тонкий момент: первые два похожи, поэтому каталонцы любят своё «дэу», его понимают все; но тут все-таки не каталонская деревня, поэтому с незнакомцами на развернутом каталанском не заговаривают). В общем, вариантов три.

— «адьёс» бьет «астауэо», потому что неформально;
— «астауэо» бьет «дэу», потому что многонационально;
— «дэу» бьет «адьёс», потому что аутентично.

Прощаешься первым, и считаешь очки за день. Я специальный эксельшит завел. Пока веду 26:19."
2015-09-18 08:41:00,Записки старпера,"<blockquote cite=""http://bash.im/quote/435719""><p>Брат — тоже молодой юморной мужик. И у него телефон не звонил, а орал страшным мужским голосом.<br><small><img style=""margin-bottom:-2px;"" src=""http://bash.im/favicon.ico"">   <a href=""http://bash.im/quote/435719"">Цитата #435719 — Цитатник Рунета</a></small></p></blockquote>
Хорошо, что меня старшие товарищи научили не комментировать башорг, а то прямо руки чешутся написать: «Это называется не „молодой юморной мужик“, а „дегенерат“»."
2015-09-18 12:02:00,Мои твиты,"<ul> <li> <a href=""http://twitter.com/mudasobwa/status/644460685141913600""><em>Чт, 12:39</em></a>: <a href=""http://t.co/PMT0f9UjcH"">http://t.co/PMT0f9UjcH</a> I am likely a slowpoke, but this site is a perfect timekiller. </li> <li> <a href=""http://twitter.com/mudasobwa/status/644500361349304324""><em>Чт, 15:17</em></a>: Do you know that “Ocean’s 11” is just the “Holy Trinity” in the scale of two (binary)? </li> <li> <a href=""http://twitter.com/mudasobwa/status/644509005939908608""><em>Чт, 15:51</em></a>: Do you know, that sales guys use $$$$ as shell command prompt? <a href=""http://twitter.com/search?q=%23zsh"" title=""#zsh"">#zsh</a> <a href=""http://twitter.com/search?q=%23bash"" title=""#bash"">#bash</a> </li> <li> <a href=""http://twitter.com/mudasobwa/status/644509283401486336""><em>Чт, 15:52</em></a>: Do you know, that accountants use � as root shell command prompt? <a href=""http://twitter.com/search?q=%23shell"" title=""#shell"">#shell</a> </li> <li> <a href=""http://twitter.com/mudasobwa/status/644577148917956609""><em>Чт, 20:22</em></a>: Прияно сочинить апорию, когда поллитра откупорено. #шорты </li> <li> <a href=""http://twitter.com/mudasobwa/status/644577431072976896""><em>Чт, 20:23</em></a>: Возьму чекушку, выйду к морю, и сочиню пяток апорий. #шорты </li> <li> <a href=""http://twitter.com/mudasobwa/status/644578004983808000""><em>Чт, 20:25</em></a>: Среди иных слов априори весьма подходит для апорий. #шорты </li> <li> <a href=""http://twitter.com/mudasobwa/status/644582008237260800""><em>Чт, 20:41</em></a>: Социальная группа «кухо́нная интеллигенция». </li> </ul"
2015-09-19 07:46:00,Памятка,"Никогда, Алёша, слышишь: никогда! — не оставляй при живом коте на столе незаблокированный ноутбук после разговора с шефом в slack. Или хотя бы переключай вкладку, Алёша.

Вкладку, Алёша!"
2015-09-19 09:16:00,Утренняя фотосессия,"<img src=""http://ic.pics.livejournal.com/mudasobwa/18658516/67277/67277_original.jpg"" alt=""Коронитище, она же Кора, Корочка, Котпшелвон и Коттынеешьлук"">
<lj-cut text=""Еще 5""><img src=""http://ic.pics.livejournal.com/mudasobwa/18658516/67406/67406_original.jpg"" alt=""Коронитище, она же Кора, Корочка, Котпшелвон и Коттынеешьлук"">
<img src=""http://ic.pics.livejournal.com/mudasobwa/18658516/67596/67596_original.jpg"" alt=""Коронитище, она же Кора, Корочка, Котпшелвон и Коттынеешьлук"">
<img src=""http://ic.pics.livejournal.com/mudasobwa/18658516/68004/68004_original.jpg"" alt=""Коронитище, она же Кора, Корочка, Котпшелвон и Коттынеешьлук"">
<img src=""http://ic.pics.livejournal.com/mudasobwa/18658516/68138/68138_original.jpg"" alt=""Коронитище, она же Кора, Корочка, Котпшелвон и Коттынеешьлук"">
<img src=""http://ic.pics.livejournal.com/mudasobwa/18658516/68569/68569_original.jpg"" alt=""Коронитище, она же Кора, Корочка, Котпшелвон и Коттынеешьлук""></lj-cut>"
